business_age_years,daily_upi_sales,utility_bill_score,supplier_repay_score,loan_to_revenue_ratio,biz_type_encoded,city_tier,purpose_encoded,monthly_upi,has_digital_payment,tenure_score,repaid_on_time
3.0,8886,2,2,1.876,4,1,3,231036,0,0.2,0
14.8,8088,3,3,2.015,8,1,2,210288,0,0.987,1
24.5,4938,3,3,2.444,11,2,5,128388,1,1.0,1
2.7,7124,4,4,1.9,8,1,1,185224,1,0.18,1
0.9,6327,3,2,1.554,2,1,5,164502,1,0.06,1
7.8,5189,4,2,0.983,8,3,1,134914,1,0.52,1
19.3,7985,2,2,0.25,7,2,4,207610,1,1.0,0
3.9,2968,3,4,1.584,2,3,5,77168,0,0.26,1
5.8,6034,4,3,1.37,8,2,3,156884,1,0.387,1
2.5,3631,3,4,0.845,8,2,2,94406,1,0.167,1
6.4,3176,1,2,0.913,0,2,5,82576,0,0.427,1
3.3,5787,2,4,1.02,6,3,1,150462,0,0.22,1
2.8,2088,3,2,2.043,2,2,3,54288,0,0.187,0
0.5,25777,3,1,0.647,10,2,5,670202,0,0.033,0
3.0,2664,3,2,2.115,2,2,4,69264,1,0.2,0
3.2,4246,4,3,0.455,3,2,2,110396,1,0.213,1
7.9,9728,4,3,0.726,7,1,2,252928,0,0.527,1
5.6,2510,4,4,0.784,4,1,1,65260,1,0.373,1
21.1,5449,1,4,0.807,0,3,1,141674,0,1.0,1
2.9,10340,4,2,0.658,4,1,0,268840,1,0.193,1
6.0,4149,3,4,2.177,0,2,0,107874,0,0.4,1
19.6,6194,4,4,0.409,10,2,4,161044,0,1.0,1
1.2,7751,4,3,1.565,7,1,1,201526,1,0.08,0
4.2,11637,3,3,1.432,9,3,1,302562,0,0.28,1
2.5,9716,4,4,0.244,9,1,5,252616,1,0.167,1
18.3,10394,3,4,0.295,11,1,2,270244,1,1.0,1
16.5,6885,3,3,2.159,3,2,1,179010,0,1.0,1
11.0,5953,4,3,0.291,2,3,5,154778,1,0.733,0
9.0,5235,4,3,3.184,11,1,1,136110,0,0.6,0
5.7,4433,4,2,3.286,8,2,4,115258,0,0.38,1
2.2,23476,3,1,0.71,9,1,2,610376,1,0.147,1
6.0,24782,3,3,0.673,11,1,5,644332,0,0.4,1
21.6,8027,4,3,1.981,2,1,1,208702,0,1.0,1
8.0,3997,3,3,0.225,3,2,3,103922,1,0.533,1
7.0,3910,3,4,1.569,6,1,4,101660,0,0.467,1
2.4,3622,4,1,2.439,11,2,0,94172,1,0.16,1
7.3,2189,4,3,2.893,0,1,5,56914,1,0.487,1
1.8,7749,4,4,0.701,9,3,4,201474,1,0.12,1
2.0,8991,1,3,1.854,6,1,1,233766,0,0.133,1
31.4,7809,1,3,2.134,1,2,2,203034,0,1.0,1
15.3,5227,3,3,0.88,9,2,2,135902,0,1.0,1
38.6,6650,4,4,1.128,7,1,0,172900,1,1.0,1
6.5,4213,3,3,2.587,6,2,4,109538,1,0.433,0
0.5,5916,3,4,2.288,7,2,1,153816,1,0.033,0
1.8,9790,3,4,0.364,10,1,2,254540,0,0.12,0
0.8,5375,3,3,0.682,4,2,4,139750,1,0.053,0
10.9,4053,3,4,0.921,6,2,0,105378,1,0.727,1
2.1,3648,4,3,2.22,10,1,4,94848,1,0.14,0
18.4,6006,3,3,2.775,4,2,4,156156,1,1.0,1
8.0,2268,3,3,1.778,2,1,2,58968,1,0.533,0
14.1,6062,3,3,1.215,7,2,1,157612,0,0.94,1
10.8,6685,3,4,2.493,6,2,4,173810,1,0.72,1
3.2,2472,1,4,0.971,3,2,1,64272,1,0.213,0
31.7,4109,4,3,0.706,3,1,1,106834,1,1.0,0
3.8,5243,4,3,3.179,0,2,5,136318,1,0.253,0
5.4,8138,4,4,1.073,10,2,1,211588,1,0.36,1
7.4,3825,4,3,0.261,6,2,5,99450,1,0.493,1
3.1,3865,4,2,2.863,11,2,0,100490,1,0.207,1
8.8,4563,2,3,0.416,11,1,3,118638,1,0.587,0
2.2,5985,4,3,0.312,3,2,3,155610,1,0.147,1
1.9,3767,4,4,1.009,3,2,2,97942,1,0.127,1
1.1,3185,2,4,0.869,6,2,2,82810,1,0.073,1
1.9,5220,2,4,2.944,6,2,2,135720,0,0.127,1
6.4,3202,2,3,0.937,1,2,4,83252,0,0.427,0
15.4,5324,4,2,2.742,9,1,1,138424,1,1.0,1
4.6,8386,4,4,1.101,3,1,2,218036,0,0.307,1
1.4,3095,4,2,1.055,1,1,3,80470,0,0.093,1
3.0,11541,4,3,1.444,1,2,3,300066,1,0.2,1
4.0,13218,2,2,1.261,1,2,0,343668,1,0.267,0
6.3,8865,4,1,0.459,1,2,5,230490,1,0.42,1
1.8,6129,4,4,2.719,8,2,5,159354,0,0.12,1
5.0,4296,4,3,0.435,10,2,1,111696,1,0.333,0
10.7,5647,4,4,2.951,5,3,4,146822,1,0.713,1
0.8,6183,4,3,2.28,10,1,2,160758,1,0.053,1
4.2,14739,3,2,1.131,6,1,2,383214,1,0.28,1
3.0,10276,3,4,1.622,1,2,1,267176,0,0.2,1
4.4,7417,3,4,0.921,11,1,3,192842,1,0.293,0
3.5,10106,1,4,0.594,2,2,2,262756,0,0.233,0
0.7,3776,4,3,0.653,11,2,4,98176,1,0.047,1
0.5,3277,4,3,2.533,1,1,5,85202,1,0.033,0
1.5,9203,4,3,1.811,9,2,5,239278,1,0.1,1
0.8,9908,4,2,1.682,7,1,0,257608,0,0.053,1
1.3,6730,3,3,0.371,5,2,2,174980,1,0.087,1
0.6,10114,4,2,0.896,3,1,1,262964,1,0.04,1
6.1,7507,1,4,0.724,4,1,3,195182,0,0.407,1
1.9,5444,3,4,0.667,2,2,0,141544,0,0.127,1
0.6,12506,3,3,1.333,6,1,0,325156,1,0.04,1
0.9,8215,2,4,0.321,11,2,1,213590,0,0.06,1
14.3,4974,3,3,2.593,7,1,5,129324,0,0.953,0
3.5,7932,4,3,1.727,3,2,3,206232,0,0.233,1
3.4,3737,3,3,1.142,8,2,3,97162,0,0.227,1
2.1,4119,3,1,1.303,2,2,3,107094,1,0.14,0
0.8,4805,2,4,3.42,5,2,1,124930,0,0.053,1
5.2,11285,1,3,0.425,8,1,1,293410,0,0.347,0
4.0,6816,3,3,2.377,2,1,2,177216,0,0.267,1
2.2,3423,4,4,0.38,2,1,4,88998,1,0.147,1
10.7,6890,4,3,2.419,3,2,3,179140,1,0.713,1
1.3,8980,2,4,1.537,9,1,0,233480,1,0.087,1
3.1,4596,3,3,0.45,7,1,1,119496,1,0.207,0
2.9,2698,4,3,2.384,2,2,1,70148,1,0.193,1
6.1,6308,1,4,0.486,3,2,5,164008,0,0.407,1
19.3,6430,3,3,0.98,2,2,1,167180,0,1.0,0
3.5,4127,2,3,1.793,11,1,0,107302,1,0.233,1
4.9,5558,4,4,2.687,10,3,2,144508,1,0.327,1
2.0,6862,3,4,1.574,10,2,5,178412,1,0.133,1
6.0,4653,3,2,2.944,1,2,5,120978,1,0.4,0
3.9,4940,4,3,2.544,10,2,0,128440,1,0.26,1
6.4,3532,3,2,0.595,7,2,4,91832,0,0.427,0
1.7,8485,4,2,1.029,0,1,1,220610,1,0.113,1
9.5,4555,4,1,1.786,8,2,1,118430,1,0.633,1
10.4,3424,1,4,0.74,3,2,5,89024,1,0.693,1
2.6,3125,3,4,2.816,5,2,0,81250,0,0.173,1
8.6,14167,4,3,1.094,3,2,3,368342,1,0.573,1
13.6,13752,3,4,1.212,3,1,3,357552,0,0.907,1
1.0,2523,1,1,1.255,0,3,3,65598,0,0.067,0
1.0,6877,3,4,2.424,11,1,3,178802,0,0.067,1
7.3,5493,1,2,0.51,2,2,4,142818,1,0.487,0
10.4,5772,2,4,2.72,2,1,2,150072,0,0.693,1
2.2,12140,1,3,1.373,2,1,4,315640,0,0.147,0
1.6,16484,3,4,1.011,3,2,2,428584,1,0.107,0
3.3,4415,1,4,0.717,7,2,5,114790,1,0.22,0
5.9,4647,2,4,2.346,0,2,3,120822,1,0.393,0
1.0,4088,2,2,1.329,2,1,4,106288,1,0.067,1
1.0,4535,4,4,2.47,9,1,5,117910,1,0.067,0
3.8,12996,4,4,1.003,8,1,4,337896,1,0.253,1
19.1,18185,2,3,0.917,5,1,0,472810,0,1.0,0
1.3,9333,4,4,1.786,8,2,0,242658,1,0.087,1
3.4,3517,3,4,0.303,0,1,3,91442,1,0.227,0
8.5,8032,3,2,1.88,6,2,4,208832,0,0.567,0
11.2,8718,4,3,0.956,4,2,0,226668,0,0.747,1
34.0,10058,4,1,1.657,9,1,2,261508,1,1.0,1
9.1,9225,2,1,0.99,10,1,4,239850,0,0.607,0
4.7,2855,2,4,2.615,4,1,3,74230,0,0.313,0
1.6,6160,1,2,0.736,3,2,3,160160,0,0.107,0
12.5,3897,4,4,0.787,2,2,0,101322,1,0.833,1
5.3,8089,4,2,2.06,9,2,1,210314,0,0.353,1
5.7,6905,4,4,2.414,8,2,5,179530,1,0.38,1
2.2,20962,4,3,0.795,6,2,3,545012,1,0.147,1
3.5,8595,3,4,0.423,4,1,4,223470,0,0.233,0
6.4,10169,2,4,1.639,6,2,0,264394,1,0.427,1
2.8,6711,4,4,0.581,4,1,2,174486,1,0.187,1
14.2,11423,2,2,1.459,1,1,4,296998,1,0.947,0
1.6,9728,2,3,0.668,1,1,4,252928,1,0.107,1
6.5,4410,4,2,2.774,3,1,4,114660,1,0.433,1
19.0,10929,4,1,0.531,1,2,4,284154,1,1.0,1
4.6,4717,1,3,0.784,8,2,1,122642,0,0.307,0
2.5,13210,2,2,0.323,3,2,4,343460,1,0.167,0
2.6,15283,4,3,0.26,4,2,1,397358,0,0.173,1
2.9,9014,4,4,1.849,3,1,2,234364,0,0.193,1
3.3,11766,2,1,1.417,2,2,1,305916,0,0.22,1
2.0,8303,3,4,2.007,3,2,5,215878,0,0.133,1
24.6,5634,4,4,2.958,6,2,4,146484,1,1.0,1
3.3,1462,1,3,0.342,7,3,0,38012,1,0.22,1
1.6,5383,4,1,0.272,5,2,0,139958,0,0.107,0
6.7,14654,4,1,1.137,1,1,2,381004,1,0.447,1
10.1,16868,3,3,0.439,5,1,1,438568,0,0.673,1
22.3,11244,1,2,1.361,5,1,3,292344,1,1.0,1
2.8,1659,4,3,2.873,3,2,5,43134,0,0.187,0
6.2,6712,3,4,2.483,5,1,1,174512,1,0.413,1
21.9,3237,1,3,1.565,5,1,1,84162,0,1.0,0
8.4,2489,2,4,2.906,5,2,2,64714,0,0.56,1
0.9,4021,3,2,1.136,5,1,2,104546,1,0.06,1
8.4,8906,4,4,0.857,7,2,0,231556,1,0.56,1
8.2,2675,3,3,0.349,0,2,5,69550,1,0.547,1
1.0,20746,3,4,0.803,0,1,2,539396,1,0.067,0
14.4,12370,4,2,1.347,0,2,3,321620,1,0.96,1
0.6,7154,3,2,1.831,6,2,3,186004,1,0.04,1
3.5,13128,3,3,1.27,0,1,0,341328,0,0.233,1
4.5,8920,4,3,1.506,11,1,4,231920,0,0.3,0
1.7,3051,2,4,0.819,8,1,4,79326,0,0.113,1
3.1,6316,4,3,1.958,7,2,3,164216,0,0.207,1
0.9,3766,2,4,0.248,7,1,0,97916,1,0.06,1
5.4,2583,3,3,3.304,2,3,2,67158,1,0.36,1
2.2,2892,2,3,2.847,1,2,5,75192,0,0.147,1
11.7,4701,3,4,0.858,4,2,2,122226,0,0.78,1
7.5,8190,4,4,2.035,5,2,5,212940,0,0.5,1
0.9,2570,3,3,2.425,6,2,0,66820,0,0.06,1
11.7,13239,3,4,1.259,1,1,4,344214,1,0.78,0
6.6,10327,4,1,1.614,8,1,5,268502,1,0.44,0
4.0,6929,4,3,2.141,0,2,5,180154,0,0.267,1
2.2,6374,4,4,0.445,1,1,1,165724,1,0.147,0
3.0,2108,4,3,0.648,5,2,2,54808,0,0.2,1
1.6,6142,4,2,0.472,5,2,2,159692,0,0.107,0
5.0,22087,1,4,0.412,3,1,1,574262,1,0.333,1
12.9,11865,4,3,1.405,10,2,4,308490,0,0.86,1
14.9,11344,2,3,1.469,11,1,5,294944,1,0.993,0
19.2,7779,2,4,2.143,1,1,0,202254,0,1.0,1
18.9,7915,3,3,0.244,6,1,5,205790,0,1.0,1
1.7,5052,4,4,0.29,1,3,0,131352,1,0.113,1
17.1,5263,3,3,2.077,4,1,5,136838,0,1.0,1
4.3,11116,2,4,0.804,8,1,1,289016,0,0.287,1
4.4,7961,2,3,2.094,11,2,3,206986,1,0.293,1
0.8,8796,2,4,0.368,7,1,0,228696,1,0.053,1
6.2,6380,3,2,2.283,1,2,1,165880,0,0.413,0
9.7,13566,2,3,1.229,1,2,1,352716,1,0.647,0
6.9,6890,2,4,0.924,0,2,5,179140,0,0.46,1
10.7,7084,4,3,0.776,0,1,1,184184,1,0.713,1
1.2,3028,4,4,2.642,2,1,4,78728,1,0.08,1
1.6,2631,4,3,0.709,6,3,0,68406,0,0.107,1
0.5,3868,4,4,1.887,3,1,4,100568,0,0.033,0
15.4,11325,3,3,0.933,4,2,2,294450,1,1.0,1
5.8,11462,4,3,0.855,4,1,5,298012,1,0.387,0
14.8,10572,4,3,1.498,9,2,3,274872,1,0.987,1
10.8,6149,3,4,2.461,0,3,5,159874,1,0.72,1
6.9,11435,3,3,1.458,8,1,2,297310,0,0.46,1
8.3,14060,4,1,1.185,0,1,0,365560,1,0.553,1
12.1,5607,4,4,1.742,0,2,2,145782,1,0.807,1
3.1,7374,4,2,2.17,6,1,0,191724,1,0.207,1
6.3,2942,4,2,2.221,6,3,0,76492,0,0.42,1
1.2,9401,2,4,1.099,7,1,3,244426,0,0.08,0
16.4,6607,4,3,2.523,11,2,0,171782,0,1.0,1
10.2,5567,4,4,1.078,10,2,0,144742,1,0.68,0
3.4,10730,3,4,1.553,11,1,4,278980,1,0.227,0
7.4,5057,3,3,2.254,9,2,3,131482,0,0.493,0
2.7,12812,4,4,1.301,0,1,1,333112,0,0.18,1
2.4,12615,2,4,1.321,9,2,1,327990,0,0.16,1
3.5,2132,1,4,3.018,8,2,3,55432,0,0.233,1
4.5,2826,4,3,2.501,11,2,5,73476,1,0.3,1
13.4,2468,2,3,0.959,0,3,5,64168,1,0.893,1
19.3,4100,2,3,1.935,1,2,1,106600,1,1.0,1
4.7,8275,4,1,2.014,5,1,4,215150,1,0.313,1
15.1,5072,4,3,2.09,5,1,0,131872,1,1.0,0
0.9,2783,4,4,1.162,4,2,2,72358,1,0.06,0
4.6,6249,4,1,2.667,11,2,2,162474,0,0.307,1
10.1,19421,4,2,0.858,11,2,0,504946,0,0.673,1
2.5,3982,4,2,1.155,4,2,3,103532,1,0.167,1
0.9,4560,3,3,2.675,3,1,2,118560,1,0.06,1
0.6,6997,2,4,1.181,5,2,1,181922,1,0.04,1
10.8,3113,3,2,0.471,8,2,2,80938,1,0.72,1
8.6,4540,1,4,0.653,3,2,0,118040,0,0.573,1
6.0,5154,4,3,2.768,8,2,0,134004,1,0.4,1
1.6,4040,3,3,3.144,7,2,3,105040,1,0.107,1
5.8,2505,1,3,0.373,2,1,0,65130,1,0.387,1
7.5,5605,3,4,0.226,3,3,0,145730,1,0.5,1
8.0,4165,2,4,1.377,1,1,5,108290,1,0.533,1
2.1,6886,4,2,2.42,1,2,0,179036,0,0.14,1
8.0,5821,3,4,0.853,11,2,0,151346,1,0.533,1
8.6,5927,2,4,1.608,6,2,0,154102,0,0.573,1
7.4,4706,4,4,3.407,2,1,3,122356,1,0.493,1
1.0,9605,4,3,0.902,9,2,5,249730,0,0.067,1
1.7,11097,3,3,1.159,3,1,2,288522,1,0.113,1
8.0,5937,4,3,2.807,3,2,5,154362,1,0.533,0
1.6,10364,3,3,1.602,3,2,1,269464,1,0.107,0
5.0,2262,3,2,2.594,1,3,4,58812,0,0.333,1
11.9,3039,4,3,1.656,6,2,1,79014,1,0.793,1
3.7,1623,4,3,2.567,8,1,1,42198,1,0.247,1
0.6,5057,3,4,1.331,7,1,4,131482,1,0.04,0
1.9,2887,4,3,1.882,11,3,1,75062,1,0.127,1
22.4,12689,3,4,1.269,7,1,5,329914,0,1.0,1
5.5,7803,4,4,0.978,1,1,1,202878,0,0.367,0
5.4,4533,4,3,1.265,8,2,2,117858,1,0.36,1
8.2,6213,2,4,1.551,11,1,5,161538,1,0.547,1
12.0,3378,3,2,1.934,4,2,4,87828,1,0.8,0
0.7,9973,1,3,1.671,0,2,1,259298,0,0.047,0
1.1,1652,4,3,0.807,10,3,3,42952,1,0.073,1
5.5,5904,1,4,2.682,7,1,1,153504,1,0.367,1
11.1,3919,4,3,2.356,5,2,5,101894,1,0.74,1
2.6,6097,3,4,0.629,5,2,1,158522,0,0.173,1
12.1,3754,3,3,1.51,1,2,1,97604,1,0.807,1
0.8,8755,2,3,1.904,10,2,2,227630,1,0.053,1
2.6,3317,2,1,2.924,4,2,3,86242,1,0.173,0
2.4,5445,4,4,3.061,8,1,0,141570,1,0.16,1
19.9,7477,3,2,2.229,0,2,2,194402,1,1.0,0
12.9,11387,4,2,1.464,4,1,1,296062,1,0.86,1
7.3,29715,1,3,0.561,7,1,4,772590,0,0.487,1
2.8,3516,4,4,2.446,0,2,3,91416,1,0.187,1
2.2,7210,4,3,2.312,4,1,3,187460,1,0.147,1
15.7,2856,3,2,1.751,2,3,2,74256,1,1.0,1
0.6,6009,4,1,2.391,3,3,3,156234,1,0.04,1
3.1,3594,4,4,3.432,10,2,5,93444,1,0.207,0
6.3,4122,1,3,0.954,3,2,5,107172,1,0.42,1
7.9,1421,4,3,1.267,5,3,1,36946,1,0.527,1
1.1,3045,3,4,2.08,10,2,0,79170,0,0.073,1
3.6,5197,2,2,2.989,5,2,1,135122,0,0.24,1
0.8,7793,4,4,1.621,6,1,1,202618,1,0.053,1
2.1,7926,3,4,1.707,2,1,0,206076,0,0.14,1
2.3,2412,1,4,3.068,8,2,1,62712,1,0.153,0
6.3,4126,2,2,2.254,10,1,3,107276,1,0.42,1
1.7,6761,4,4,2.164,8,2,4,175786,1,0.113,1
10.8,7756,3,1,0.275,1,2,2,201656,1,0.72,0
3.2,6389,1,3,1.32,6,1,2,166114,1,0.213,0
9.6,5522,3,3,2.475,6,2,2,143572,1,0.64,1
5.6,1924,4,4,0.347,2,1,4,50024,1,0.373,1
8.7,7525,2,2,2.215,4,1,1,195650,1,0.58,0
4.3,5140,4,3,2.043,1,2,2,133640,1,0.287,1
5.3,5994,3,2,2.781,0,1,1,155844,1,0.353,1
8.1,4372,2,1,1.197,1,3,2,113672,0,0.54,1
12.0,5004,4,3,3.104,3,1,3,130104,1,0.8,1
3.2,4026,3,3,1.639,7,1,1,104676,1,0.213,1
6.4,18856,4,2,0.767,6,1,3,490256,0,0.427,1
8.0,3800,3,4,3.079,0,2,3,98800,1,0.533,1
7.7,7206,2,4,1.975,0,1,4,187356,0,0.513,0
6.8,7502,4,1,2.222,8,2,0,195052,1,0.453,0
17.6,2902,3,3,2.745,3,2,0,75452,1,1.0,0
5.5,5111,1,4,3.0,1,1,1,132886,1,0.367,1
8.0,3200,4,4,0.323,8,2,3,83200,1,0.533,1
0.8,5694,4,3,1.639,6,2,1,148044,0,0.053,1
7.6,4992,1,4,0.381,2,2,2,129792,1,0.507,0
11.6,3555,3,3,3.16,11,1,4,92430,0,0.773,1
7.2,9658,4,3,1.201,6,1,0,251108,1,0.48,1
23.8,2921,4,4,2.91,3,3,2,75946,0,1.0,1
1.5,3926,3,4,2.895,6,2,1,102076,1,0.1,1
1.1,2152,4,2,1.007,3,3,4,55952,1,0.073,0
6.6,8065,4,1,2.067,3,1,2,209690,0,0.44,1
9.0,4318,3,3,2.609,6,2,1,112268,0,0.6,1
7.1,7439,1,1,2.24,7,1,3,193414,0,0.473,0
9.6,10111,3,3,1.648,11,1,2,262886,1,0.64,0
7.2,2611,4,4,2.489,5,2,0,67886,0,0.48,1
3.9,3517,4,3,0.436,10,3,2,91442,1,0.26,0
12.1,4217,3,4,2.711,9,2,1,109642,1,0.807,1
12.4,4604,4,2,0.239,0,2,3,119704,0,0.827,0
1.8,2369,3,4,1.534,11,3,2,61594,1,0.12,0
3.6,2028,1,4,2.137,10,2,0,52728,0,0.24,1
0.7,13378,3,4,1.246,7,1,1,347828,0,0.047,0
5.9,4221,4,3,1.287,5,1,5,109746,1,0.393,1
1.2,18932,4,3,0.88,10,1,1,492232,1,0.08,0
6.4,5599,1,3,2.596,7,1,4,145574,0,0.427,1
4.1,2040,4,4,2.974,2,3,1,53040,1,0.273,1
1.3,4380,2,4,0.594,10,1,4,113880,0,0.087,0
0.7,3669,4,4,3.025,3,2,5,95394,1,0.047,1
1.7,2994,4,3,1.681,1,2,5,77844,1,0.113,1
4.1,5671,4,4,2.322,9,2,1,147446,1,0.273,1
13.9,3286,4,3,1.461,5,2,4,85436,0,0.927,0
11.8,6114,4,3,0.551,1,1,3,158964,1,0.787,1
1.3,2524,1,4,0.528,7,1,2,65624,0,0.087,1
11.2,4101,3,3,1.788,8,2,3,106626,1,0.747,1
0.9,5187,4,1,3.213,9,1,3,134862,1,0.06,0
2.3,3448,3,3,1.373,6,2,4,89648,1,0.153,1
1.7,2896,2,2,1.093,2,3,5,75296,0,0.113,1
1.7,2973,3,2,1.312,6,2,0,77298,1,0.113,1
2.1,9048,4,3,0.343,9,3,4,235248,1,0.14,1
7.7,1639,2,4,0.447,1,2,4,42614,0,0.513,1
5.5,13846,4,4,1.204,9,1,3,359996,0,0.367,1
7.4,6899,4,2,2.416,10,1,2,179374,1,0.493,1
2.6,11919,3,2,1.398,0,1,5,309894,1,0.173,0
7.1,7701,2,2,2.164,11,1,2,200226,0,0.473,0
1.3,4126,4,2,3.304,11,1,2,107276,1,0.087,0
5.4,10842,4,2,1.537,10,2,2,281892,0,0.36,1
7.4,9842,1,3,0.989,0,2,4,255892,0,0.493,0
19.1,7347,2,2,2.005,5,2,1,191022,0,1.0,0
0.8,5532,4,2,0.229,8,2,0,143832,0,0.053,1
9.8,2940,4,4,1.429,8,3,0,76440,1,0.653,1
4.4,10401,4,4,1.602,3,2,4,270426,1,0.293,0
10.9,4071,3,4,2.145,9,2,0,105846,1,0.727,1
11.6,5063,4,4,2.699,8,2,1,131638,1,0.773,0
6.7,5337,4,1,2.661,0,2,2,138762,0,0.447,1
0.6,20359,3,2,0.819,4,1,3,529334,0,0.04,1
15.4,2606,3,2,3.019,5,3,0,67756,1,1.0,1
1.1,34707,4,4,0.48,0,1,2,902382,1,0.073,0
12.3,7138,4,2,1.588,11,1,2,185588,1,0.82,1
2.4,5266,1,4,3.083,4,2,0,136916,0,0.16,1
1.6,14795,4,3,1.127,5,1,1,384670,0,0.107,1
2.8,2538,2,4,3.021,6,3,0,65988,0,0.187,1
3.2,6826,4,3,1.367,4,2,4,177476,1,0.213,1
2.3,1602,3,4,1.789,8,2,4,41652,1,0.153,1
1.2,4547,4,3,1.664,1,1,1,118222,1,0.08,1
9.2,6564,4,3,1.97,7,1,5,170664,1,0.613,1
1.5,2646,1,3,0.252,9,1,3,68796,0,0.1,0
8.6,7610,3,3,2.12,6,1,4,197860,0,0.573,1
14.6,6499,4,2,2.564,3,2,0,168974,1,0.973,1
3.6,3558,4,4,1.93,7,2,5,92508,1,0.24,1
6.1,6596,4,1,0.238,11,2,2,171496,1,0.407,0
9.4,5346,4,3,1.902,5,2,2,138996,1,0.627,1
10.2,1734,1,4,1.25,4,2,5,45084,1,0.68,1
2.2,3815,4,4,0.891,3,3,1,99190,1,0.147,0
5.4,4803,4,2,0.756,3,2,2,124878,1,0.36,1
6.1,9640,3,4,0.66,5,1,5,250640,0,0.407,1
4.9,2913,4,4,0.893,3,3,1,75738,0,0.327,1
13.8,6113,4,2,1.036,10,2,4,158938,0,0.92,0
3.4,11713,4,4,1.423,8,1,0,304538,1,0.227,1
4.7,1088,4,2,1.348,1,2,2,28288,1,0.313,0
2.8,13661,3,4,0.952,8,2,3,355186,1,0.187,1
4.2,2824,2,3,1.393,3,2,1,73424,0,0.28,0
2.6,14140,2,4,1.179,7,1,2,367640,1,0.173,0
9.3,15051,2,3,1.107,5,2,2,391326,1,0.62,1
1.5,8820,4,1,1.89,6,1,5,229320,0,0.1,0
3.4,7952,3,1,1.635,8,1,5,206752,1,0.227,0
5.0,2794,2,2,2.219,1,2,5,72644,1,0.333,1
3.2,2586,2,4,2.449,7,1,5,67236,1,0.213,0
6.2,5048,1,3,1.651,7,1,3,131248,0,0.413,0
2.4,4873,3,4,1.231,4,3,5,126698,1,0.16,0
0.5,5221,3,2,1.194,8,3,0,135746,1,0.033,0
1.0,6183,4,3,2.696,6,2,5,160758,1,0.067,1
4.6,11135,3,4,1.497,5,2,1,289510,1,0.307,1
1.6,3966,3,3,2.992,7,2,0,103116,0,0.107,0
4.2,2005,3,4,2.195,6,2,4,52130,1,0.28,0
11.8,8912,1,4,1.87,2,1,5,231712,1,0.787,1
1.0,4540,2,3,2.599,6,1,5,118040,0,0.067,1
1.2,2793,4,4,0.597,1,1,2,72618,1,0.08,1
3.4,3721,4,4,1.639,0,2,3,96746,1,0.227,1
0.8,2910,2,4,2.451,7,2,0,75660,0,0.053,1
0.8,4332,4,3,2.809,10,2,4,112632,1,0.053,0
6.2,5498,4,3,1.952,2,3,2,142948,1,0.413,0
16.4,13562,4,4,1.229,11,1,3,352612,1,1.0,0
6.8,2685,1,3,1.862,10,3,0,69810,1,0.453,1
2.1,4120,1,2,2.322,8,2,4,107120,1,0.14,1
5.0,3940,4,2,2.2,10,1,5,102440,1,0.333,0
8.9,1935,2,4,3.342,11,1,0,50310,0,0.593,1
38.7,11544,1,3,1.444,5,2,3,300144,0,1.0,1
12.6,6024,3,4,2.767,0,1,5,156624,0,0.84,1
2.1,1604,4,4,2.037,11,3,5,41704,1,0.14,1
3.3,2415,4,3,1.877,9,3,2,62790,1,0.22,1
2.3,7583,4,4,2.198,7,2,3,197158,1,0.153,1
9.8,6674,4,3,1.943,10,2,5,173524,0,0.653,1
1.1,4219,3,3,1.991,7,3,1,109694,0,0.073,1
2.4,8047,2,3,1.462,2,1,5,209222,0,0.16,1
3.3,9819,1,3,1.697,5,1,0,255294,0,0.22,0
6.1,3618,3,4,1.603,7,1,2,94068,1,0.407,1
4.1,8409,3,4,1.419,6,2,5,218634,1,0.273,0
6.7,6865,3,3,1.364,0,1,4,178490,1,0.447,1
6.7,5097,3,3,1.962,1,3,4,132522,1,0.447,1
5.2,5168,3,3,1.767,8,3,1,134368,0,0.347,0
8.2,1926,4,3,3.288,5,3,1,50076,1,0.547,1
26.0,4614,3,4,1.842,10,2,3,119964,0,1.0,1
1.5,2973,3,3,2.388,1,3,0,77298,1,0.1,1
1.3,4663,3,3,0.772,6,2,2,121238,0,0.087,0
16.2,7314,2,4,2.101,8,1,0,190164,1,1.0,0
5.8,8239,4,2,1.084,1,2,0,214214,1,0.387,0
2.8,8198,3,2,1.199,11,2,5,213148,0,0.187,1
2.7,2491,3,4,2.931,5,1,5,64766,1,0.18,0
12.8,2809,3,1,2.86,9,1,0,73034,0,0.853,1
1.2,19951,4,2,0.835,4,2,3,518726,0,0.08,1
1.5,3315,4,2,0.432,2,2,3,86190,0,0.1,1
3.2,9857,3,4,1.326,5,1,1,256282,0,0.213,0
4.7,6463,4,3,0.887,7,2,2,168038,1,0.313,0
10.9,3890,4,4,1.371,6,2,2,101140,0,0.727,1
2.7,13637,4,3,1.222,9,1,4,354562,1,0.18,1
3.7,10463,4,2,1.593,5,2,5,272038,1,0.247,0
2.3,4961,4,3,1.592,8,2,4,128986,1,0.153,1
1.2,3188,4,4,3.189,0,1,2,82888,1,0.08,1
3.1,11238,4,2,0.249,7,2,3,292188,1,0.207,1
6.6,9060,1,2,1.84,9,2,3,235560,0,0.44,0
2.0,2174,4,4,1.104,3,2,5,56524,1,0.133,0
5.6,14924,1,3,1.117,8,1,5,388024,1,0.373,0
